chunk,rep,DGP,n,bs,sq,cv,dt,fd,tam,tdip,tzdip
9,477,A1,5000,0.0518363939899833,0.0026870117418847767,1.0,0,0,0,0,0
9,478,A1,5000,-0.02328881469115196,0.0005423688897188153,1.0,1,0,0,0,0
9,479,A1,5000,-0.0533388981636061,0.0028450380573075418,1.0,0,0,0,1,1
9,480,A1,5000,-0.047328881469115236,0.0022400230211175594,1.0,0,0,0,0,0
9,481,A1,5000,0.0172787979966611,0.0002985568602094196,1.0,1,0,0,1,1
9,482,A1,5000,-0.012771285475793037,0.0001631057327042022,1.0,1,0,1,1,1
9,483,A1,5000,-0.01126878130217035,0.0001269854320361441,1.0,1,0,1,1,1
9,484,A1,5000,0.014273789649415614,0.0002037410709557643,1.0,1,0,0,1,1
9,485,A1,5000,0.011268781302170239,0.0001269854320361416,1.0,1,0,0,0,0
9,486,A1,5000,0.03380634390651083,0.0011428688883252818,1.0,0,0,0,1,1
9,487,A1,5000,-0.030801335559265508,0.0009487222722344738,1.0,1,0,0,1,1
9,488,A1,5000,0.0007512520868112604,5.643796979382736e-07,1.0,1,0,0,1,1
9,489,A1,5000,0.0007512520868112604,5.643796979382736e-07,1.0,1,0,0,0,0
9,490,A1,5000,0.03530884808013346,0.0012467147527459442,1.0,0,0,0,1,1
9,491,A1,5000,0.015776293823038356,0.0002488914467908382,1.0,0,0,0,0,0
9,492,A1,5000,-0.05634390651085147,0.0031746358009035708,0.0,0,0,0,1,1
9,493,A1,5000,0.05934891485809679,0.003522293694833622,1.0,1,0,0,0,0
9,494,A1,5000,0.062353923205342165,0.003888011739097708,1.0,1,0,0,1,1
9,495,A1,5000,-0.06836393989983314,0.004673628278627997,1.0,0,0,0,1,1
9,496,A1,5000,0.05934891485809679,0.003522293694833622,1.0,1,0,0,1,1
9,497,A1,5000,0.009766277128547496,9.538016895158993e-05,1.0,1,0,1,1,1
9,498,A1,5000,0.0037562604340567463,1.4109492448460175e-05,1.0,1,0,0,1,1
9,499,A1,5000,-0.00826377295492492,6.828994345054853e-05,1.0,1,0,0,1,1
9,450,A2,250,-0.02629382303839739,0.0006913651299745574,1.0,1,0,0,0,0
9,451,A2,250,-0.16752921535893162,0.02806603799877929,1.0,1,0,0,0,0
9,452,A2,250,-0.13898163606010022,0.01931589516194215,1.0,1,0,0,0,0
9,453,A2,250,-0.08188647746243743,0.006705395191206274,1.0,1,0,0,0,0
9,454,A2,250,-0.02328881469115196,0.0005423688897188153,1.0,1,0,0,0,0
9,455,A2,250,-0.020283806343906585,0.00041143279979710505,1.0,1,0,0,0,0
9,456,A2,250,-0.020283806343906585,0.00041143279979710505,1.0,1,0,0,1,0
9,457,A2,250,-0.030801335559265508,0.0009487222722344738,1.0,1,0,0,0,0
9,458,A2,250,0.05784641068447405,0.0033462072290768334,1.0,1,0,0,1,1
9,459,A2,250,,,,0,0,0,0,0
9,460,A2,250,0.03981636060100158,0.0015853425715089907,1.0,1,0,0,0,0
9,461,A2,250,0.07287145242070114,0.005310248577902511,1.0,0,0,0,0,0
9,462,A2,250,,,,0,0,0,0,0
9,463,A2,250,-0.0668614357262104,0.004470451587370164,1.0,1,0,0,0,0
9,464,A2,250,0.0368113522537562,0.0013550756547501218,1.0,0,0,0,0,0
9,465,A2,250,0.07287145242070114,0.005310248577902511,1.0,1,0,0,0,0
